State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total Charge
HI,150,415,No,No,0,214.0,117.0,36.38,192.4,89.0,16.35,99.0,10.92,7.9,4,2.13,1.0,False,47.300000000000004
KS,73,408,No,No,0,194.8,112.0,33.12,167.2,85.0,14.21,61.0,4.51,10.8,6,2.92,1.0,False,37.629999999999995
IN,7,415,No,No,0,206.7,87.0,35.14,281.1,83.0,23.89,77.0,7.13,11.0,5,2.97,3.0,False,42.27
OR,89,415,No,Yes,12,188.0,105.0,31.96,151.3,107.0,12.86,132.0,9.09,10.5,3,2.84,2.0,False,41.05
NY,131,408,Yes,No,0,122.3,83.0,20.79,118.8,94.0,10.1,95.0,6.66,13.7,3,3.7,3.0,True,27.45
VA,105,415,No,No,0,259.3,96.0,44.08,175.2,97.0,14.89,36.0,10.01,12.0,5,3.24,3.0,False,54.089999999999996
MI,108,408,Yes,No,0,115.1,114.0,19.57,211.3,70.0,17.96,85.0,6.12,13.8,3,3.73,2.0,True,25.69
ID,47,415,No,Yes,28,172.9,109.0,29.39,137.6,94.0,11.7,109.0,9.17,8.3,6,2.24,1.0,False,38.56
MO,101,415,Yes,No,0,156.4,116.0,26.59,130.4,114.0,11.08,109.0,9.33,7.3,5,1.97,1.0,False,35.92
AL,182,415,No,Yes,24,128.1,104.0,21.78,143.4,127.0,12.19,98.0,8.59,11.6,3,3.13,1.0,False,30.37
OR,161,408,No,No,0,196.6,73.0,33.42,170.2,79.0,14.47,79.0,8.74,12.5,3,3.38,1.0,False,42.160000000000004
VT,128,408,No,No,0,227.9,130.0,38.74,302.6,71.0,25.72,82.0,8.62,5.5,7,1.49,1.0,True,47.36
AZ,69,415,No,Yes,31,194.9,63.0,33.13,191.6,90.0,16.29,129.0,6.89,13.2,2,3.56,2.0,False,40.02
VA,113,408,No,Yes,34,44.9,63.0,7.63,134.2,82.0,11.41,118.0,7.58,13.3,3,3.59,1.0,False,15.21
PA,87,408,No,Yes,30,262.8,114.0,44.68,215.8,130.0,18.34,88.0,6.97,7.8,2,2.11,0.0,False,51.65
CO,71,415,No,No,0,211.2,70.0,35.9,252.7,122.0,21.48,104.0,10.16,12.3,3,3.32,0.0,False,46.06
KY,76,415,No,No,0,204.0,69.0,34.68,225.1,110.0,19.13,85.0,10.81,9.6,5,2.59,1.0,False,45.49
NJ,87,510,No,No,0,223.2,109.0,37.94,127.5,86.0,10.84,83.0,13.02,14.5,4,3.92,3.0,False,50.959999999999994
IL,117,408,No,No,0,119.0,82.0,20.23,187.5,108.0,15.94,97.0,8.52,11.5,3,3.11,1.0,False,28.75
WA,177,415,No,No,0,266.1,91.0,45.24,225.2,79.0,19.14,58.0,10.11,8.9,8,2.4,3.0,True,55.35
WV,95,415,No,No,0,134.4,104.0,22.85,152.4,95.0,12.95,80.0,10.64,9.4,3,2.54,1.0,False,33.49
RI,76,415,No,No,0,171.1,78.0,29.09,257.2,83.0,21.86,92.0,4.12,16.2,3,4.37,1.0,False,33.21
OH,66,415,No,No,0,170.5,103.0,28.99,254.3,77.0,21.62,138.0,8.88,10.5,2,2.84,2.0,False,37.87
MO,110,415,No,No,0,178.5,124.0,30.35,146.9,141.0,12.49,102.0,9.77,9.9,7,2.67,1.0,False,40.120000000000005
MD,204,510,No,No,0,205.2,145.0,34.88,154.8,95.0,13.16,77.0,8.61,14.1,5,3.81,3.0,False,43.49
OH,32,415,No,Yes,31,232.8,97.0,39.58,183.5,111.0,15.6,111.0,9.31,13.0,2,3.51,0.0,False,48.89
VA,133,408,No,Yes,39,239.9,107.0,40.78,253.8,77.0,21.57,85.0,5.79,6.7,3,1.81,5.0,False,46.57
FL,185,408,No,No,0,55.6,97.0,9.45,288.7,83.0,24.54,110.0,5.0,12.1,3,3.27,2.0,False,14.45
CO,103,415,No,Yes,37,153.5,78.0,26.1,241.9,108.0,20.56,110.0,11.01,10.6,3,2.86,1.0,False,37.11
NY,91,510,No,No,0,109.8,100.0,18.67,189.6,104.0,16.12,85.0,9.3,11.1,3,3.0,1.0,False,27.970000000000002
WV,131,415,No,No,0,196.1,89.0,33.34,185.5,87.0,15.77,132.0,11.25,5.2,6,1.4,2.0,False,44.59
LA,153,510,No,No,0,166.8,127.0,28.36,143.5,121.0,12.2,130.0,9.48,11.8,4,3.19,0.0,False,37.84
MA,132,415,No,Yes,25,113.2,96.0,19.24,269.9,107.0,22.94,87.0,10.31,7.1,7,1.92,2.0,False,29.549999999999997
UT,148,510,No,No,0,203.0,92.0,34.51,150.9,125.0,12.83,131.0,11.05,14.6,9,3.94,1.0,False,45.56
AL,141,408,No,No,0,242.8,90.0,41.28,234.1,80.0,19.9,104.0,9.52,6.0,3,1.62,5.0,False,50.8
ME,105,415,No,No,0,156.5,102.0,26.61,140.2,134.0,11.92,111.0,10.23,12.2,2,3.29,2.0,False,36.84
TX,169,408,No,No,0,266.7,105.0,45.34,158.2,88.0,13.45,111.0,12.95,13.8,3,3.73,3.0,True,58.290000000000006
ND,127,415,No,Yes,23,182.0,80.0,30.94,216.1,85.0,18.37,82.0,7.06,9.8,4,2.65,1.0,False,38.0
CO,57,415,No,No,0,85.9,92.0,14.6,193.9,127.0,16.48,93.0,10.42,10.1,2,2.73,0.0,False,25.02
LA,123,415,No,Yes,33,146.6,87.0,24.92,114.8,59.0,9.76,99.0,9.92,2.9,7,0.78,0.0,False,34.84
MT,103,510,No,Yes,35,110.5,101.0,18.79,208.3,81.0,17.71,77.0,3.93,13.9,2,3.75,4.0,True,22.72
OR,101,415,No,No,0,118.6,89.0,20.16,199.6,97.0,16.97,61.0,2.4,11.5,5,3.11,1.0,False,22.56
NH,123,415,No,Yes,22,197.6,105.0,33.59,80.0,86.0,6.8,82.0,5.44,15.6,12,4.21,2.0,False,39.03
NE,78,510,No,Yes,32,210.3,116.0,35.75,192.2,83.0,16.34,92.0,11.07,10.8,4,2.92,6.0,False,46.82
WV,101,415,No,Yes,28,220.3,96.0,37.45,285.8,72.0,24.29,111.0,9.14,9.4,6,2.54,4.0,False,46.59
NV,129,415,No,No,0,150.0,98.0,25.5,232.4,101.0,19.75,123.0,11.75,12.5,6,3.38,1.0,False,37.25
MA,67,415,No,Yes,34,161.7,114.0,27.49,207.6,115.0,17.65,114.0,9.26,9.2,4,2.48,0.0,False,36.75
MI,37,415,No,No,0,191.4,116.0,32.54,167.4,99.0,14.23,112.0,9.74,14.0,5,3.78,3.0,False,42.28
KY,64,415,Yes,No,0,146.7,83.0,24.94,148.3,91.0,12.61,69.0,10.74,12.5,3,3.38,3.0,False,35.68
WV,173,510,No,No,0,109.4,103.0,18.6,101.3,111.0,8.61,106.0,7.53,7.8,7,2.11,1.0,False,26.130000000000003
KY,135,510,No,No,0,144.1,115.0,24.5,249.8,68.0,21.23,82.0,9.51,13.6,3,3.67,1.0,False,34.01
NJ,75,415,No,Yes,42,248.9,93.0,42.31,170.8,108.0,14.52,91.0,4.7,11.2,8,3.02,1.0,False,47.010000000000005
ME,88,415,No,No,0,85.7,112.0,14.57,221.6,70.0,18.84,75.0,8.58,11.6,3,3.13,4.0,True,23.15
TX,112,415,No,No,0,214.8,112.0,36.52,209.7,104.0,17.82,97.0,7.4,9.4,5,2.54,3.0,False,43.92
MN,113,408,No,No,0,158.9,137.0,27.01,242.8,109.0,20.64,97.0,11.15,6.5,4,1.76,0.0,False,38.160000000000004
VA,121,510,No,Yes,28,110.0,94.0,18.7,141.5,76.0,12.03,87.0,10.68,6.4,3,1.73,2.0,False,29.38
DC,70,415,No,No,0,152.8,145.0,25.98,183.6,102.0,15.61,75.0,6.83,10.5,2,2.84,1.0,False,32.81
MD,90,415,No,No,0,145.6,103.0,24.75,197.1,137.0,16.75,83.0,13.25,10.5,4,2.84,0.0,False,38.0
RI,39,408,No,No,0,93.3,83.0,15.86,199.6,114.0,16.97,104.0,9.28,6.5,4,1.76,0.0,False,25.14
MA,142,408,No,No,0,216.8,134.0,36.86,187.8,106.0,15.96,108.0,6.21,8.3,2,2.24,0.0,False,43.07
MD,176,408,No,No,0,201.9,101.0,34.32,154.7,78.0,13.15,79.0,7.4,9.0,2,2.43,1.0,False,41.72
NM,105,408,No,No,0,146.4,81.0,24.89,225.1,80.0,19.13,117.0,10.35,8.5,2,2.3,1.0,False,35.24
MN,57,415,No,No,0,272.7,74.0,46.36,224.9,85.0,19.12,104.0,8.02,10.5,3,2.84,2.0,True,54.379999999999995
MI,110,510,No,No,0,18.9,92.0,3.21,258.4,81.0,21.96,74.0,4.93,14.8,4,4.0,1.0,False,8.14
AZ,88,415,No,No,0,172.8,81.0,29.38,193.4,90.0,16.44,107.0,4.03,12.8,5,3.46,2.0,False,33.41
AL,95,408,No,No,0,190.2,119.0,32.33,157.1,70.0,13.35,120.0,8.17,14.0,6,3.78,0.0,False,40.5
MI,147,415,No,No,0,130.6,83.0,22.2,208.1,144.0,17.69,72.0,9.21,15.6,3,4.21,3.0,False,31.41
SC,101,415,No,No,0,158.4,92.0,26.93,188.0,117.0,15.98,125.0,9.89,13.5,4,3.65,4.0,True,36.82
MS,115,415,No,No,0,166.5,111.0,28.31,236.2,98.0,20.08,92.0,9.25,15.6,2,4.21,1.0,False,37.56
MS,103,415,No,No,0,129.3,103.0,21.98,202.8,89.0,17.24,126.0,10.49,12.9,2,3.48,2.0,False,32.47
CA,82,415,No,No,0,199.3,112.0,33.88,193.4,120.0,16.44,117.0,11.45,7.0,10,1.89,0.0,False,45.33
MD,141,415,No,No,0,185.1,126.0,31.47,233.0,98.0,19.81,106.0,6.85,9.1,7,2.46,0.0,False,38.32
ND,149,408,No,No,0,175.4,80.0,29.82,197.4,127.0,16.78,102.0,8.47,9.7,2,2.62,2.0,False,38.29
IL,131,510,No,No,0,263.4,123.0,44.78,151.9,74.0,12.91,101.0,9.83,10.7,2,2.89,2.0,False,54.61
SD,119,510,No,No,0,94.2,108.0,16.01,264.1,100.0,22.45,79.0,9.17,7.3,3,1.97,1.0,False,25.18
AL,112,510,No,No,0,189.4,83.0,32.2,219.0,89.0,18.62,116.0,7.56,7.1,8,1.92,3.0,False,39.760000000000005
NV,116,510,No,Yes,35,118.0,103.0,20.06,167.2,106.0,14.21,102.0,9.26,11.8,2,3.19,2.0,False,29.32
LA,94,415,No,No,0,212.1,98.0,36.06,189.4,89.0,16.1,95.0,15.85,8.4,5,2.27,3.0,False,51.910000000000004
VA,90,408,No,No,0,222.0,93.0,37.74,187.0,103.0,15.9,124.0,12.7,12.4,6,3.35,2.0,False,50.44
DE,114,415,No,Yes,31,222.8,98.0,37.88,180.5,105.0,15.34,101.0,6.81,13.0,4,3.51,0.0,False,44.690000000000005
CT,63,408,No,Yes,25,190.0,137.0,32.3,116.6,76.0,9.91,110.0,6.37,12.2,2,3.29,1.0,False,38.669999999999995
CO,130,408,No,No,0,271.8,129.0,46.21,237.2,128.0,20.16,91.0,9.45,8.7,2,2.35,4.0,True,55.66
MA,122,408,No,Yes,29,195.4,83.0,33.22,268.2,93.0,22.8,95.0,7.56,8.4,6,2.27,3.0,False,40.78
OR,166,510,No,No,0,199.6,93.0,33.93,214.3,99.0,18.22,110.0,8.86,7.2,5,1.94,3.0,False,42.79
WA,62,415,No,No,0,100.0,98.0,17.0,173.5,95.0,14.75,122.0,9.81,10.1,4,2.73,0.0,False,26.810000000000002
SC,78,415,No,Yes,21,160.6,85.0,27.3,223.1,79.0,18.96,92.0,5.58,9.5,1,2.57,2.0,False,32.88
IN,148,415,No,Yes,26,158.7,91.0,26.98,160.5,127.0,13.64,88.0,9.82,9.9,3,2.67,1.0,False,36.8
MD,154,510,No,No,0,154.5,122.0,26.27,214.2,71.0,18.21,105.0,8.01,12.0,2,3.24,3.0,True,34.28
NV,110,408,No,Yes,34,192.3,114.0,32.69,129.3,114.0,10.99,102.0,6.13,6.3,12,1.7,1.0,False,38.82
TX,75,415,No,No,0,305.1,106.0,51.87,188.0,115.0,15.98,116.0,10.59,8.5,5,2.3,0.0,True,62.459999999999994
ND,84,408,No,Yes,38,193.0,106.0,32.81,153.6,106.0,13.06,87.0,11.72,7.4,5,2.0,2.0,False,44.53
WV,113,510,No,No,0,72.5,88.0,12.33,204.0,112.0,17.34,118.0,5.31,6.6,3,1.78,1.0,False,17.64
CO,181,510,No,Yes,40,105.2,61.0,17.88,341.3,79.0,29.01,97.0,7.46,6.3,3,1.7,2.0,False,25.34
TX,51,415,No,No,0,180.5,88.0,30.69,134.7,102.0,11.45,97.0,7.68,10.0,3,2.7,2.0,False,38.370000000000005
FL,102,408,No,Yes,29,214.7,86.0,36.5,314.3,109.0,26.72,110.0,12.61,14.3,2,3.86,0.0,False,49.11
AL,107,408,No,No,0,86.8,95.0,14.76,108.1,85.0,9.19,87.0,9.19,13.2,3,3.56,1.0,False,23.95
WV,88,510,No,No,0,131.5,99.0,22.36,174.8,128.0,14.86,83.0,8.29,7.9,2,2.13,5.0,True,30.65
MI,82,415,No,No,0,135.4,102.0,23.02,237.1,122.0,20.15,91.0,5.32,17.5,4,4.73,0.0,False,28.34
NY,204,415,No,No,0,174.3,85.0,29.63,254.1,95.0,21.6,96.0,7.94,5.9,3,1.59,6.0,False,37.57
MS,130,510,No,No,0,203.9,63.0,34.66,191.8,93.0,16.3,125.0,5.96,12.1,4,3.27,3.0,False,40.62
MO,174,510,No,No,0,235.5,108.0,40.04,142.3,143.0,12.1,131.0,14.25,12.5,5,3.38,0.0,False,54.29
AR,129,415,No,No,0,157.0,113.0,26.69,256.9,97.0,21.84,126.0,8.35,12.1,2,3.27,2.0,False,35.04
MS,190,415,Yes,No,0,111.9,55.0,19.02,223.0,124.0,18.96,81.0,10.94,10.0,7,2.7,3.0,False,29.96
NY,54,510,Yes,No,0,236.3,91.0,40.17,152.8,130.0,12.99,98.0,7.21,11.2,8,3.02,3.0,False,47.38
SD,78,408,No,No,0,163.6,88.0,27.81,283.4,93.0,24.09,108.0,11.79,8.6,9,2.32,0.0,False,39.599999999999994
AK,100,415,No,Yes,29,213.6,127.0,36.31,175.9,82.0,14.95,100.0,9.32,8.9,3,2.4,1.0,False,45.63
WV,70,510,No,Yes,30,143.4,72.0,24.38,170.0,92.0,14.45,68.0,5.76,9.4,4,2.54,3.0,False,30.14
SC,111,510,No,No,0,78.3,119.0,13.31,198.2,94.0,16.85,94.0,11.18,12.1,4,3.27,1.0,False,24.490000000000002
VA,117,408,No,No,0,97.1,98.0,16.51,228.0,131.0,19.38,111.0,10.8,10.6,3,2.86,1.0,False,27.310000000000002
MS,68,415,No,No,0,94.1,93.0,16.0,147.6,80.0,12.55,85.0,9.61,10.1,2,2.73,0.0,False,25.61
SD,27,510,No,No,0,226.3,95.0,38.47,274.3,109.0,23.32,119.0,10.92,8.2,3,2.21,2.0,True,49.39
MN,91,415,No,No,0,133.8,61.0,22.75,158.8,96.0,13.5,92.0,8.53,10.5,2,2.84,1.0,False,31.28
AL,181,415,No,Yes,27,190.3,93.0,32.35,249.0,127.0,21.17,82.0,9.71,10.6,4,2.86,1.0,False,42.06
CO,118,415,No,Yes,36,294.9,106.0,50.13,165.7,115.0,14.08,63.0,8.51,9.8,5,2.65,3.0,False,58.64
ME,112,415,No,No,0,185.4,114.0,31.52,191.4,119.0,16.27,78.0,6.48,10.0,11,2.7,2.0,False,38.0
GA,93,415,No,No,0,179.5,121.0,30.52,191.9,131.0,16.31,125.0,7.45,12.0,4,3.24,0.0,False,37.97
AZ,102,408,No,No,0,158.0,94.0,26.86,207.9,100.0,17.67,120.0,8.57,10.1,10,2.73,0.0,False,35.43
MA,93,415,No,No,0,173.0,131.0,29.41,190.4,108.0,16.18,66.0,13.05,10.4,2,2.81,0.0,False,42.46
AZ,107,415,No,Yes,32,134.2,101.0,22.81,211.9,145.0,18.01,138.0,7.54,8.2,5,2.21,1.0,False,30.349999999999998
IN,100,415,No,Yes,32,125.2,123.0,21.28,230.9,101.0,19.63,106.0,8.64,12.6,9,3.4,3.0,False,29.92
DE,115,415,No,No,0,195.9,111.0,33.3,227.0,108.0,19.3,113.0,14.09,13.2,1,3.56,2.0,False,47.39
WI,63,510,No,Yes,13,214.2,61.0,36.41,181.2,88.0,15.4,68.0,7.83,10.3,2,2.78,0.0,False,44.239999999999995
ME,57,415,No,No,0,221.1,101.0,37.59,236.7,65.0,20.12,137.0,11.35,9.5,1,2.57,0.0,False,48.940000000000005
DC,119,408,No,Yes,26,132.0,100.0,22.44,173.3,121.0,14.73,108.0,9.16,11.6,5,3.13,1.0,False,31.6
GA,73,408,No,No,0,157.6,92.0,26.79,198.3,87.0,16.86,106.0,16.42,9.1,4,2.46,1.0,False,43.21
HI,98,408,No,Yes,30,110.3,71.0,18.75,182.4,108.0,15.5,88.0,8.27,11.0,8,2.97,2.0,False,27.02
VA,139,415,Yes,No,0,161.5,121.0,27.46,192.9,137.0,16.4,96.0,7.57,11.2,13,3.02,0.0,False,35.03
NY,31,408,No,Yes,28,171.8,116.0,29.21,240.7,125.0,20.46,80.0,11.05,10.6,7,2.86,1.0,False,40.260000000000005
PA,129,510,No,Yes,32,211.0,99.0,35.87,155.1,89.0,13.18,96.0,10.57,11.4,5,3.08,1.0,False,46.44
AR,115,415,No,No,0,139.3,89.0,23.68,192.3,95.0,16.35,75.0,6.8,9.3,3,2.51,7.0,True,30.48
HI,108,415,No,No,0,291.6,99.0,49.57,221.1,93.0,18.79,110.0,10.31,14.0,9,3.78,2.0,True,59.88
DE,139,408,No,No,0,139.0,110.0,23.63,132.9,93.0,11.3,120.0,12.24,12.1,1,3.27,0.0,False,35.87
WV,102,408,No,No,0,234.8,125.0,39.92,199.2,99.0,16.93,88.0,7.34,10.0,1,2.7,4.0,False,47.260000000000005
OK,149,408,No,No,0,187.6,83.0,31.89,201.4,81.0,17.12,79.0,11.89,8.8,1,2.38,1.0,False,43.78
OR,113,415,No,No,0,159.8,143.0,27.17,210.1,93.0,17.86,86.0,7.88,13.1,7,3.54,2.0,False,35.050000000000004
ND,131,408,No,Yes,33,177.1,100.0,30.11,194.0,85.0,16.49,124.0,11.4,5.2,5,1.4,1.0,False,41.51
MO,83,408,No,No,0,117.9,101.0,20.04,160.4,92.0,13.63,150.0,10.59,11.4,10,3.08,0.0,False,30.63
AR,96,415,No,Yes,21,247.6,95.0,42.09,256.3,150.0,21.79,72.0,7.14,10.8,6,2.92,2.0,False,49.230000000000004
GA,98,408,No,No,0,169.9,77.0,28.88,138.3,155.0,11.76,105.0,6.42,8.5,7,2.3,1.0,False,35.3
TN,3,415,No,No,0,185.0,120.0,31.45,203.7,129.0,17.31,89.0,7.67,14.1,3,3.81,3.0,False,39.12
MA,77,408,No,Yes,17,204.9,84.0,34.83,201.0,102.0,17.09,97.0,9.89,11.3,5,3.05,0.0,False,44.72
ND,75,408,No,Yes,24,225.5,119.0,38.34,182.0,108.0,15.47,106.0,12.19,9.4,2,2.54,3.0,False,50.53
IA,40,510,No,No,0,169.7,115.0,28.85,141.4,123.0,12.02,115.0,11.39,10.5,3,2.84,4.0,True,40.24
NJ,108,415,No,No,0,239.3,102.0,40.68,223.4,127.0,18.99,104.0,11.31,10.6,6,2.86,0.0,False,51.99
MT,100,415,No,No,0,113.3,96.0,19.26,197.9,89.0,16.82,93.0,12.8,11.7,2,3.16,4.0,True,32.06
AL,16,415,No,No,0,161.9,100.0,27.52,230.1,138.0,19.56,78.0,6.7,10.2,11,2.75,3.0,False,34.22
NY,115,510,No,Yes,16,133.3,110.0,22.66,185.7,111.0,15.78,113.0,7.27,5.6,4,1.51,2.0,False,29.93
PA,108,510,No,Yes,25,170.7,88.0,29.02,109.9,113.0,9.34,99.0,7.46,8.7,1,2.35,3.0,False,36.48
VT,107,510,No,No,0,189.7,76.0,32.25,156.1,65.0,13.27,91.0,10.98,8.3,3,2.24,5.0,False,43.230000000000004
NC,161,415,No,No,0,322.3,100.0,54.79,230.4,135.0,19.58,104.0,10.87,7.8,5,2.11,2.0,True,65.66
CT,147,415,No,No,0,124.4,74.0,21.15,320.9,78.0,27.28,126.0,7.07,10.4,4,2.81,2.0,False,28.22
MO,107,415,No,No,0,146.9,94.0,24.97,114.3,111.0,9.72,97.0,5.15,11.4,5,3.08,3.0,False,30.119999999999997
WV,120,510,No,No,0,192.6,123.0,32.74,206.4,105.0,17.54,93.0,12.74,10.8,3,2.92,1.0,False,45.480000000000004
NJ,107,408,No,Yes,36,96.3,83.0,16.37,179.6,91.0,15.27,121.0,7.48,10.3,2,2.78,1.0,False,23.85
AK,58,510,No,No,0,131.9,96.0,22.42,167.6,107.0,14.25,106.0,9.27,14.7,5,3.97,3.0,False,31.69
LA,91,408,No,No,0,147.2,121.0,25.02,175.2,87.0,14.89,80.0,6.13,13.3,3,3.59,2.0,False,31.15
AL,13,415,No,No,0,143.1,139.0,24.33,239.6,88.0,20.37,123.0,9.98,7.1,5,1.92,2.0,False,34.31
IN,104,408,No,No,0,280.4,127.0,47.67,179.4,79.0,15.25,77.0,6.78,15.2,6,4.1,5.0,False,54.45
MA,93,415,No,Yes,31,237.2,85.0,40.32,213.1,100.0,18.11,87.0,8.67,10.7,4,2.89,1.0,False,48.99
DE,95,510,No,No,0,184.2,95.0,31.31,181.6,101.0,15.44,113.0,6.45,12.8,4,3.46,2.0,False,37.76
SC,104,415,No,No,0,109.1,141.0,18.55,187.1,140.0,15.9,100.0,9.75,10.0,4,2.7,3.0,False,28.3
NH,35,408,No,No,0,138.1,115.0,23.48,158.2,82.0,13.45,118.0,9.71,10.3,2,2.78,5.0,True,33.19
LA,62,415,No,No,0,186.8,94.0,31.76,207.6,92.0,17.65,98.0,8.78,8.8,4,2.38,3.0,False,40.54
MS,143,510,No,No,0,155.4,112.0,26.42,290.9,92.0,24.73,91.0,10.28,13.9,5,3.75,1.0,False,36.7
NM,62,415,No,No,0,245.3,91.0,41.7,122.9,130.0,10.45,102.0,10.28,8.5,4,2.3,4.0,False,51.980000000000004
WA,60,415,Yes,No,0,205.9,97.0,35.0,277.4,117.0,23.58,139.0,9.09,11.0,2,2.97,0.0,True,44.09
SC,41,510,No,No,0,207.2,138.0,35.22,214.1,83.0,18.2,105.0,8.69,11.9,4,3.21,1.0,False,43.91
MT,34,415,No,Yes,14,151.5,100.0,25.76,248.7,126.0,21.14,120.0,8.99,10.7,5,2.89,2.0,False,34.75
ME,56,408,No,No,0,221.9,112.0,37.72,278.2,122.0,23.65,85.0,12.96,7.1,5,1.92,0.0,True,50.68
NM,183,415,No,No,0,190.0,100.0,32.3,246.6,78.0,20.96,107.0,13.69,9.5,4,2.57,1.0,False,45.989999999999995
AZ,94,415,No,No,0,220.8,111.0,37.54,156.2,67.0,13.28,89.0,8.46,10.5,4,2.84,2.0,False,46.0
CT,73,415,No,Yes,47,173.7,117.0,29.53,204.0,114.0,17.34,94.0,7.86,6.3,3,1.7,2.0,False,37.39
IL,123,408,No,No,0,114.8,94.0,19.52,150.0,104.0,12.75,119.0,12.09,9.6,4,2.59,2.0,False,31.61
IN,64,408,No,No,0,113.8,97.0,19.35,192.3,97.0,16.35,89.0,9.67,10.4,1,2.81,3.0,False,29.020000000000003
AR,127,415,Yes,No,0,143.2,60.0,24.34,179.5,159.0,15.26,122.0,7.73,6.2,4,1.67,4.0,True,32.07
RI,33,415,No,No,0,184.4,111.0,31.35,203.8,110.0,17.32,100.0,10.68,9.3,5,2.51,3.0,False,42.03
ND,27,415,No,No,0,227.4,67.0,38.66,248.0,115.0,21.08,109.0,2.76,7.8,6,2.11,1.0,False,41.419999999999995
NH,123,408,No,No,0,224.0,99.0,38.08,210.7,80.0,17.91,75.0,10.44,2.1,5,0.57,0.0,False,48.519999999999996
NV,148,510,No,No,0,216.2,95.0,36.75,185.7,105.0,15.78,143.0,13.5,10.0,5,2.7,2.0,False,50.25
UT,81,415,No,No,0,129.9,121.0,22.08,230.1,105.0,19.56,123.0,6.32,13.3,3,3.59,0.0,False,28.4
NC,122,510,No,Yes,30,230.1,108.0,39.12,287.6,76.0,24.45,85.0,7.97,6.9,3,1.86,2.0,False,47.089999999999996
MI,52,415,No,No,0,204.4,97.0,34.75,273.2,128.0,23.22,118.0,8.08,11.0,5,2.97,1.0,False,42.83
WI,91,408,No,Yes,44,216.6,101.0,36.82,173.1,98.0,14.71,95.0,10.89,9.1,3,2.46,1.0,False,47.71
AR,54,415,No,No,0,247.5,85.0,42.08,225.4,93.0,19.16,132.0,10.99,10.2,2,2.75,2.0,True,53.07
NH,152,510,No,No,0,228.1,93.0,38.78,136.4,106.0,11.59,107.0,8.88,9.0,2,2.43,1.0,False,47.660000000000004
TX,201,415,No,No,0,225.9,110.0,38.4,299.1,86.0,25.42,81.0,11.31,11.2,4,3.02,1.0,True,49.71
ID,78,415,No,No,0,103.5,115.0,17.6,117.9,102.0,10.02,94.0,9.05,12.0,3,3.24,4.0,True,26.650000000000002
CT,67,415,No,No,0,115.5,70.0,19.64,252.2,143.0,21.44,91.0,9.4,7.5,6,2.03,0.0,False,29.04
NH,100,408,No,No,0,218.8,125.0,37.2,148.3,102.0,12.61,97.0,12.5,9.7,6,2.62,1.0,False,49.7
WY,41,510,No,No,0,223.8,67.0,38.05,244.8,74.0,20.81,156.0,10.07,12.3,5,3.32,3.0,False,48.12
OR,133,415,No,No,0,143.8,71.0,24.45,184.0,131.0,15.64,132.0,12.4,12.9,4,3.48,3.0,False,36.85
SC,36,408,No,Yes,43,29.9,123.0,5.08,129.1,117.0,10.97,105.0,14.67,8.6,6,2.32,2.0,False,19.75
MD,51,510,No,Yes,28,276.7,121.0,47.04,203.7,99.0,17.31,88.0,11.08,8.3,3,2.24,0.0,False,58.12
NY,122,415,No,No,0,141.4,128.0,24.04,146.4,70.0,12.44,75.0,5.54,8.1,4,2.19,0.0,False,29.58
NM,84,408,No,Yes,41,153.9,102.0,26.16,140.7,117.0,11.96,101.0,9.8,12.8,5,3.46,1.0,False,35.96
LA,91,415,No,No,0,190.5,128.0,32.39,205.5,103.0,17.47,63.0,5.88,13.8,5,3.73,0.0,False,38.27
UT,110,408,No,No,0,192.6,102.0,32.74,178.9,118.0,15.21,74.0,9.66,9.4,4,2.54,1.0,False,42.400000000000006
AL,91,408,Yes,No,0,151.8,115.0,25.81,103.6,116.0,8.81,86.0,7.03,12.2,4,3.29,1.0,False,32.839999999999996
DE,121,408,No,No,0,215.6,74.0,36.65,192.9,98.0,16.4,103.0,6.48,10.1,4,2.73,5.0,False,43.129999999999995
WV,109,415,No,No,0,180.0,100.0,30.6,229.0,103.0,19.47,105.0,6.27,7.8,8,2.11,3.0,False,36.870000000000005
KY,95,510,No,No,0,157.3,116.0,26.74,197.5,77.0,16.79,111.0,5.77,8.4,4,2.27,2.0,False,32.51
NC,72,415,No,No,0,196.5,88.0,33.41,158.6,129.0,13.48,118.0,12.12,6.8,3,1.84,0.0,False,45.529999999999994
WV,73,415,No,No,0,240.3,130.0,40.85,162.5,83.0,13.81,136.0,10.44,11.9,3,3.21,0.0,False,51.29
AZ,108,415,No,No,0,193.3,126.0,32.86,154.7,85.0,13.15,98.0,7.87,9.4,6,2.54,3.0,False,40.73
WV,58,408,No,Yes,39,211.9,40.0,36.02,274.4,76.0,23.32,139.0,9.47,5.4,4,1.46,1.0,False,45.49
ND,148,415,Yes,No,0,218.7,111.0,37.18,155.6,133.0,13.23,62.0,12.48,8.2,5,2.21,1.0,False,49.66
WA,76,510,Yes,No,0,246.8,110.0,41.96,206.3,63.0,17.54,123.0,9.38,13.2,5,3.56,0.0,True,51.34
ID,103,415,No,No,0,174.7,151.0,29.7,148.0,56.0,12.58,109.0,7.57,15.8,3,4.27,6.0,True,37.269999999999996
